Price,Date,Close,High,Low,Open,Volume
2840,2024-02-27,181.9715576171875,183.25690001064538,178.9126187804792,180.4470750372319,54318900
2841,2024-02-28,180.7659149169922,182.45978277503792,179.48057251285755,181.8519814326113,48953900
2842,2024-02-29,180.09832763671875,181.91177314365308,178.88272498353265,180.6164570963822,136682600
2843,2024-03-01,179.01226806640625,179.87912655443867,176.74048946042234,178.9026640457765,73488000
2844,2024-03-04,174.4687042236328,176.26220237846417,173.16341449891394,175.51490641269265,81510100
2845,2024-03-05,169.50665283203125,171.4197287337638,169.00845550750375,170.14434479927544,95132400
2846,2024-03-06,168.51026916503906,170.6226362972693,168.07185305827852,170.44327734278693,68587700
2847,2024-03-07,168.3907012939453,170.1144598371159,167.8825454793763,168.5401544147667,71765100
2848,2024-03-08,170.1144561767578,173.0737495355564,168.33091642363513,168.39069767067738,76114600
2849,2024-03-11,172.12718200683594,173.75131021022753,171.42970876738985,172.31649942978052,60139500
2850,2024-03-12,172.60543823242188,173.40255698056936,170.39344092810595,172.52572483722957,59825400
2851,2024-03-13,170.51303100585938,172.56560166885345,170.14435462584885,172.14711771653415,52488700
2852,2024-03-14,172.37628173828125,173.68155635236576,171.4297098215142,172.286609864896,72913500
2853,2024-03-15,171.99765014648438,171.99765014648438,169.6760486454164,170.5528808562992,121664700
2854,2024-03-18,173.0936737060547,177.0692936926196,172.89439782384204,174.9370098250161,75604200
2855,2024-03-19,175.4451904296875,175.97327843397125,172.40618338367324,173.7114580811964,55215200
2856,2024-03-20,178.0258331298828,178.0258331298828,174.45873840154812,175.08647190626633,53423100
2857,2024-03-21,170.75213623046875,176.85008146724155,170.2240483134294,176.41166541450514,106181300
2858,2024-03-22,171.6588592529297,172.42608734653942,169.44686204033275,171.14072980755137,71106600
2859,2024-03-25,170.23403930664062,171.32010587263267,168.83907761478048,169.9550500090239,54288300
2860,2024-03-26,169.09814453125,170.80197088667242,168.96860836017046,169.38709229314748,57388400
2861,2024-03-27,172.68515014648438,172.97411310204996,169.49669038501753,169.79561181348092,60273300
2862,2024-03-28,170.8617401123047,171.60903605513778,169.89523614327186,171.13077090878156,65672700
2863,2024-04-01,169.4169921875,170.6325949561908,168.86897205345468,170.5728137058907,46240500
2864,2024-04-02,168.23126220703125,168.7294595117456,167.62346088712874,168.4704023866532,49329500
2865,2024-04-03,169.03836059570312,170.0646459557495,167.9722261359459,168.18146051603773,47691700
2866,2024-04-04,168.21136474609375,171.30017927084614,168.21136474609375,169.67605100414067,53704400
2867,2024-04-05,168.96861267089844,169.77568993392828,168.3408791535302,168.97857114439864,42055200
2868,2024-04-08,167.84268188476562,168.58997789957206,167.6334475147346,168.42059262733576,37425500
2869,2024-04-09,169.0582733154297,169.46679875844995,167.74304032326918,168.09176931793073,42451200
2870,2024-04-10,167.17507934570312,168.48035379673388,166.50749680982383,168.19140606177325,49709300
2871,2024-04-11,174.40892028808594,174.8274194382653,167.55373514215378,167.73307888899373,91070300
2872,2024-04-12,175.91348266601562,177.71695459263955,173.58192277868224,173.63173034934167,101593300
2873,2024-04-15,172.0673828125,175.9931798985106,171.8780654093003,174.7277545222084,73531800
2874,2024-04-16,168.7693328857422,173.13353117115574,167.6633342016507,171.1307833718662,73711200
2875,2024-04-17,167.39430236816406,170.0347421275801,167.39430236816406,168.99849837401,50901200
2876,2024-04-18,166.437744140625,168.0319815519269,165.94952052629202,167.4241802492927,43122900
2877,2024-04-19,164.40512084960938,165.80006730864108,163.48843957599198,165.610765092168,67772100
2878,2024-04-22,165.24208068847656,166.65695922918923,164.17594634744867,164.9232423149658,48116400
2879,2024-04-23,166.29824829101562,166.44771659935518,164.32539129188558,164.75384886459605,49537800
2880,2024-04-24,168.41062927246094,168.68961856026672,165.61076271741103,165.93955957507254,48251800
2881,2024-04-25,169.27749633789062,169.9949017439694,167.54376407257087,168.91879363485126,50558300
2882,2024-04-26,168.6896209716797,170.72225941243215,168.57004327249933,169.26753170576032,44838400
2883,2024-04-29,172.8744659423828,175.39534310552878,172.47591417733986,172.74492977704497,68169400
2884,2024-04-30,169.7158966064453,174.35909916149876,169.38708455902474,172.70508045160457,65934800
2885,2024-05-01,168.6896209716797,172.08733045132695,168.50030355143892,168.96861026347364,50383100
2886,2024-05-02,172.4061737060547,172.7947670308616,170.27388965643632,171.8880442050533,94214900
2887,2024-05-03,182.71884155273438,186.32578503963057,182.0014362443012,185.9770408577792,163224100
2888,2024-05-06,181.05487060546875,183.53588344480866,179.76951304919194,181.69256254536748,78569700
2889,2024-05-07,181.7423858642578,184.23337259597065,180.66629297548113,182.78860333233249,77305800
2890,2024-05-08,182.08116149902344,182.40997355379537,180.79580390275353,182.19076551728074,45057100
2891,2024-05-09,183.90457153320312,183.9942434045937,181.4534339554284,181.90180851615733,48983000
2892,2024-05-10,182.63742065429688,184.67281593274453,181.71949609935797,184.4832417440643,50759500
2893,2024-05-13,185.8601531982422,186.67831235597092,184.20389092118026,185.022050078909,72044800
2894,2024-05-14,187.00755310058594,187.87560260141976,185.87012310151908,187.0873746193062,52393600
2895,2024-05-15,189.2924041748047,190.2203008031565,186.9476945906926,187.48648604697289,70400000
2896,2024-05-16,189.41212463378906,190.66929452090585,189.23253763528552,190.04070957734746,52845200
2897,2024-05-17,189.4420623779297,190.3799462232965,188.75361507763282,189.082873144053,41282900
2898,2024-05-20,190.6094207763672,191.48744227389747,188.58399727816297,188.90328335886426,44361300
2899,2024-05-21,191.91647338867188,192.295606563888,190.48968851208156,190.65930352654095,42309400
2900,2024-05-22,190.46974182128906,192.3854279059742,189.84117207338795,191.83666445590288,34648500
2901,2024-05-23,186.45880126953125,190.5695104450197,186.20936473753514,190.54955125962866,51005900
2902,2024-05-24,189.5518035888672,190.15045735054443,187.61617368042806,188.3944296603675,36294600
2903,2024-05-28,189.56179809570312,192.5650085513949,188.67380462379438,191.07836129474845,52280100
2904,2024-05-29,189.86111450195312,191.81670371975596,189.0828736970108,189.18265440509,53068000
2905,2024-05-30,190.85885620117188,191.74684967437963,190.2003553062749,190.33005195445256,49947900
2906,2024-05-31,191.8166961669922,192.13598224075488,189.4819738440947,191.00852422632752,75158300
2907,2024-06-03,193.59266662597656,194.55050954143104,192.0860755575436,192.46520870740554,50080500
2908,2024-06-04,193.91195678710938,194.87977170290745,192.59492465346364,194.20129645164835,47471400
2909,2024-06-05,195.42852783203125,196.45620511862302,194.43078171111515,194.95958593724887,54156800
2910,2024-06-06,194.04165649414062,196.05710787096342,193.7323576402732,195.24893596907827,41181800
2911,2024-06-07,196.4462432861328,196.49613363963536,193.70244131187536,194.21128637904513,53103900
2912,2024-06-10,192.68472290039062,196.85530953542744,191.7169079607164,196.45620195884163,97262100
2913,2024-06-11,206.68310546875,206.6930926736998,193.1935887051364,193.21353266624035,172373300
2914,2024-06-12,212.58978271484375,219.7037025197263,206.43367547843766,206.902617394007,198134300
2915,2024-06-13,213.75714111328125,216.2614784743462,211.12309188063193,214.25601418934664,97862700
2916,2024-06-14,212.01107788085938,214.68503016669274,210.8237575657328,213.36801320894725,70122700
2917,2024-06-17,216.18165588378906,218.45651588142053,212.2405616472853,212.88909055319678,93728300
2918,2024-06-18,213.8070068359375,218.13723651623954,212.5199210550432,217.09957203800778,79943300
2919,2024-06-20,209.20741271972656,213.75714811087835,208.37929678381894,213.44783400509766,86172500
2920,2024-06-21,207.02235412597656,211.41243109582913,206.64320571720273,209.91581187096148,246421400
2921,2024-06-24,207.67086791992188,212.22058759649926,206.1243584552299,207.25181639438415,80727000
2922,2024-06-25,208.59878540039062,210.90357646615678,208.13981549353107,208.67859169129048,56713900
2923,2024-06-26,212.7693634033203,214.37573529051122,210.16524538059215,211.0233076661301,66213200
2924,2024-06-27,213.61746215820312,215.25376527623442,211.8714063519454,214.2061287476001,49772700
2925,2024-06-28,210.14527893066406,215.58300736088682,209.8260080950157,215.28368048569334,82542700
2926,2024-07-01,216.261474609375,217.01975619065925,211.4423589537816,211.61197396968475,60402900
2927,2024-07-02,219.77354431152344,219.88329699479613,214.61519864650157,215.66281990345283,58046200
2928,2024-07-03,221.0506591796875,221.0506591796875,218.53633465750286,219.50414962607874,37369800
2929,2024-07-05,225.82984924316406,225.93960192344272,221.15041758535088,221.15041758535088,60412400
2930,2024-07-08,227.30653381347656,227.33646497984205,222.74682662809306,226.57816816685514,59085900
2931,2024-07-09,228.16458129882812,228.8829597417087,225.85979013808537,227.41627168952732,48076100
2932,2024-07-10,232.4548797607422,232.55466045949046,228.73329110826765,228.78318145764177,62627700
2933,2024-07-11,227.05709838867188,231.86622690917008,225.26115227596378,230.86848076037649,64710600
2934,2024-07-12,230.0203857421875,232.11565870158282,228.1645773343909,228.40404188598967,53046500
2935,2024-07-15,233.87168884277344,236.69531224247876,232.5646438368613,235.94700263838575,62631300
2936,2024-07-16,234.29075622558594,235.73748508570134,231.80636285277686,234.4703432233226,43234300
2937,2024-07-17,228.3641357421875,230.93832254659503,226.12917896312734,228.9328431112231,57345900
2938,2024-07-18,223.67471313476562,229.92061345724463,221.7690296564846,229.76097042757166,66034600
2939,2024-07-19,223.80442810058594,226.28882140195597,222.77675082247163,224.31328836166992,49151500
2940,2024-07-22,223.45523071289062,227.26661302541467,222.58718122432802,226.4983442399413,48201800
2941,2024-07-23,224.5028533935547,226.42851135969482,222.1781030613285,223.86429647317826,39960300
2942,2024-07-24,218.04742431640625,224.29332459793014,216.64061389677994,223.4951246791964,61777600
2943,2024-07-25,216.99981689453125,220.35224458682225,214.13627507494223,218.4365585703147,51391200
2944,2024-07-26,217.46875,218.99530033853074,215.52313289555326,218.20707238174316,41601300
2945,2024-07-29,217.7481231689453,218.80573164190093,215.26372979848315,216.47100932714253,36311800
2946,2024-07-30,218.30685424804688,219.8334045947242,215.63288672795753,218.6959746261333,41643800
2947,2024-07-31,221.5794677734375,223.3155515626994,220.13273889458495,220.94091084366266,50036300
2948,2024-08-01,217.8678436279297,223.9740450176905,216.53086747941563,223.86429233538576,62501000
2949,2024-08-02,219.3644561767578,225.0915242198944,217.21930817086155,218.65604975341137,105568600
2950,2024-08-05,208.79833984375,213.0188017705649,195.55824424838744,198.64127617987643,119548600
2951,2024-08-06,206.76292419433594,209.51671322927783,200.6168196653937,204.83728149035767,69660500
2952,2024-08-07,209.34710693359375,213.15848935419993,205.9248296826355,206.43367474426563,63516400
2953,2024-08-08,212.8292236328125,213.71721707569145,208.35932525259923,212.6296774525561,47161100
2954,2024-08-09,215.7526397705078,216.29141600978787,211.4922593126285,211.62197118803232,42201600
2955,2024-08-12,217.2909393310547,219.26875909808805,215.36306766380915,215.83255236617862,38028100
2956,2024-08-13,221.02682495117188,221.646138683676,218.76929897291208,218.76929897291208,44155300
2957,2024-08-14,221.47633361816406,222.7848915052682,219.45854930599305,220.3276035510778,41960600
2958,2024-08-15,224.47303771972656,225.10235023777113,222.5151850202656,224.35317447515422,46414000
2959,2024-08-16,225.80157470703125,226.5807162697698,223.40420315535758,223.67391069385005,44340200
2960,2024-08-19,225.64175415039062,225.74165035068273,222.79488010428776,225.4719428035102,40687800
2961,2024-08-20,226.2610626220703,226.92034094772856,225.20222998863,225.52188562847152,30299000
2962,2024-08-21,226.15118408203125,227.7294495174454,224.80267685471037,226.2710625686077,34765500
2963,2024-08-22,224.2832489013672,228.08905941841815,223.65393636981634,227.53966079897057,43695300
2964,2024-08-23,226.5906982421875,227.96918649391685,224.0834622297127,225.41200238324527,38677300
2965,2024-08-26,226.93032836914062,227.03022456881217,223.64395069142014,226.5107917661563,30602200
2966,2024-08-27,227.77938842773438,228.5984945445466,224.64283997153836,225.75162066501636,35934600
2967,2024-08-28,226.2410888671875,229.6073802985885,225.4319662685897,227.6695099550691,38052200
2968,2024-08-29,229.53746032714844,232.66402541964027,228.62847197635801,229.8471324488683,51906300
2969,2024-08-30,228.7483367919922,230.14679214282077,227.23000295250677,229.93703146120657,52990800
2970,2024-09-03,222.52517700195312,228.74832587928796,220.92692932694945,228.29882348382426,50190600
2971,2024-09-04,220.6072998046875,221.53627045160738,217.24099295020864,221.4164072047842,43840200
2972,2024-09-05,222.13560485839844,225.23218875186365,221.2765494057299,221.38642912323468,36615400
2973,2024-09-06,220.57733154296875,224.99247224215048,219.5284824188554,223.7038813850335,48423000
2974,2024-09-09,220.66722106933594,221.0268260349447,216.47183996524672,220.57732363843863,67180000
2975,2024-09-10,219.86810302734375,221.23659254048482,216.49181271910507,218.67940838073807,51591000
2976,2024-09-11,222.41529846191406,222.84481857216005,217.65053646391294,221.21662032032157,44587100
2977,2024-09-12,222.52517700195312,223.30431855196207,219.57842214055833,222.25546946786713,37498200
2978,2024-09-13,222.25547790527344,223.7937787761964,221.66612995902517,223.33429284055268,36766600
2979,2024-09-16,216.082275390625,216.98128020943747,213.6849038037586,216.302019591785,59357400
2980,2024-09-17,216.55174255371094,216.6616222741377,214.26426595466958,215.51289221314667,45519300
2981,2024-09-18,220.4474639892578,222.46524827574677,217.30091669603667,217.31091546092293,59894900
2982,2024-09-19,228.61846923828125,229.56743739121873,224.38313871157,224.74274368478322,66781300
2983,2024-09-20,227.94920349121094,232.83382873595048,227.36983908638868,229.7172625160979,318679900
2984,2024-09-23,226.2211151123047,229.19783588273827,225.56183678133013,227.09015412184934,54146000
2985,2024-09-24,227.1201171875,229.09795215651428,225.48192014495527,228.39870925768025,43556100
2986,2024-09-25,226.1212158203125,227.04020291666632,223.77380760174057,224.6827959331431,42308700
2987,2024-09-26,227.26995849609375,228.24887720276465,225.16227678839184,227.05019905798116,36636700
2988,2024-09-27,227.53965759277344,229.26776733886913,227.05020584581527,228.20893469195548,34026000
